                  20,00000000000000000000000000000010,0,0
                  40,00000000000000000000000000000000,1,0
                  60,00000000000000000000000000000001,0,0
                  80,00000000000000000000010000000000,0,0
                 100,10001000100010001000100010000111,0,1
                 120,00000000000000000000000000011010,0,1
                 140,00000000000000000000000000000010,0,0
                 160,00000000000000000000000000000000,1,0
